workDate,itemID,duration,rateApplied,payout,payType,projectName,status
"Feb 18, 2025","67b36d6cb0202cff5532db3b","50m ","$32.50/hr","$27.08","prepay","mighty_moo","processed"
"Feb 16, 2025","67b11e022a12480b468772d3","-","-","$6.50","missionReward","-","processed"
"Feb 16, 2025","67b11e12dfdc7395513a95bd","-","-","$6.50","missionReward","-","processed"
"Feb 15, 2025","67b0bd002a0074abd27c7bac","9m 28s","$9.75/hr","$1.54","trainingTask","gallon_hamster","processed"
"Feb 15, 2025","67b0ac978ce8acc95f604151","30m ","$9.75/hr","$4.88","trainingTask","gallon_hamster","processed"
"Feb 15, 2025","67afdc750ec58666b20a3f8f","56m 47s","$9.75/hr","$9.23","overtimePay","mighty_moo","processed"
"Feb 15, 2025","67afdc750ec58666b20a3f8f","50m ","$32.50/hr","$27.08","prepay","mighty_moo","processed"
"Feb 15, 2025","67af740b8bd250f0bb598e6f","14m 22s","$9.75/hr","$2.34","overtimePay","mighty_moo","processed"
"Feb 15, 2025","67af740b8bd250f0bb598e6f","50m ","$32.50/hr","$27.08","prepay","mighty_moo","processed"
"Feb 14, 2025","67af740aefc267684a66c770","7m 31s","$9.75/hr","$1.22","overtimePay","mighty_moo","processed"
"Feb 14, 2025","67af740aefc267684a66c770","50m ","$32.50/hr","$27.08","prepay","mighty_moo","processed"
"Feb 14, 2025","67af740a1eb7bf46993eaead","9m 53s","$9.75/hr","$1.61","overtimePay","mighty_moo","processed"
"Feb 14, 2025","67af740a1eb7bf46993eaead","50m ","$32.50/hr","$27.08","prepay","mighty_moo","processed"
"Feb 14, 2025","67af6a73d7150172a02ced7e","30m ","$9.75/hr","$4.88","trainingTask","gallon_hamster","processed"
"Feb 5, 2025","67a3d0fd8e026719837d8019","43m 18s","$9.75/hr","$7.04","trainingTask","mighty_moo","processed"
"Feb 5, 2025","67a3cbce3c8665febe9bd82f","21m 54s","$9.75/hr","$3.56","trainingTask","mighty_moo","processed"
"Feb 5, 2025","67a3b91cdfc1d5950df96fef","50m ","$9.75/hr","$8.13","trainingTask","mighty_moo","processed"
"Feb 5, 2025","67a2a2d4fbb99c69135aab22","6s","$9.75/hr","$0.02","overtimePay","leaderboard_coding_eval","processed"
"Feb 5, 2025","67a2a2d4fbb99c69135aab22","40m ","$32.50/hr","$21.67","prepay","leaderboard_coding_eval","processed"
"Feb 5, 2025","67a2a3a364d316c51d837f22","5s","$9.75/hr","$0.01","overtimePay","leaderboard_coding_eval","processed"
"Feb 5, 2025","67a2a3a364d316c51d837f22","40m ","$32.50/hr","$21.67","prepay","leaderboard_coding_eval","processed"
"Feb 5, 2025","67a29c71563a1b9600d33770","2m 16s","$9.75/hr","$0.37","overtimePay","leaderboard_coding_eval","processed"
"Feb 5, 2025","67a29c71563a1b9600d33770","40m ","$32.50/hr","$21.67","prepay","leaderboard_coding_eval","processed"
"Feb 4, 2025","67a28e696e27f8b30635412f","39m 35s","$32.50/hr","$21.44","prepay","leaderboard_coding_eval","processed"
"Feb 4, 2025","67a2761cdde48873a7619b4e","11s","$9.75/hr","$0.03","overtimePay","leaderboard_coding_eval","processed"
"Feb 4, 2025","67a2761cdde48873a7619b4e","40m ","$32.50/hr","$21.67","prepay","leaderboard_coding_eval","processed"
"Feb 4, 2025","67a26a0ff4c32caeaf9c7b38","39m 40s","$32.50/hr","$21.49","prepay","leaderboard_coding_eval","processed"
"Feb 4, 2025","67a262e819a1274339f1db92","20s","$9.75/hr","$0.06","overtimePay","leaderboard_coding_eval","processed"
"Feb 4, 2025","67a262e819a1274339f1db92","40m ","$32.50/hr","$21.67","prepay","leaderboard_coding_eval","processed"
"Feb 4, 2025","67a25ee858d3023b4cf6b3d4","39m 11s","$32.50/hr","$21.23","prepay","leaderboard_coding_eval","processed"
"Feb 4, 2025","67a25752f00f45a5c434eba1","16s","$9.75/hr","$0.04","overtimePay","leaderboard_coding_eval","processed"
"Feb 4, 2025","67a25752f00f45a5c434eba1","40m ","$32.50/hr","$21.67","prepay","leaderboard_coding_eval","processed"
"Feb 4, 2025","67a24232aeb5ab511a369581","38m 12s","$32.50/hr","$20.70","prepay","leaderboard_coding_eval","processed"
"Feb 4, 2025","67a2307e4c87cbcf9f90ff02","37m 4s","$32.50/hr","$20.09","prepay","leaderboard_coding_eval","processed"
"Jan 30, 2025","679aeb482a8994d244241100","-","-","$22.75","missionReward","-","processed"
"Jan 29, 2025","679a998e89f2e716f4213e34","40m ","$9.75/hr","$6.50","trainingTask","nature_helium","processed"
"Jan 29, 2025","679a803e2eaf44af88663cb0","40m ","$9.75/hr","$6.50","trainingTask","nature_helium","processed"
"Jan 29, 2025","679a53ce9d84df6723bcbfb7","40m ","$9.75/hr","$6.50","trainingTask","nature_helium","processed"
"Jan 29, 2025","6799f575c926a28d103b4862","-","-","$9.75","missionReward","-","processed"
"Jan 28, 2025","679960b75c21e47c0658cb4f","17m 34s","$9.75/hr","$2.86","overtimePay","ots_coding_prompts","processed"
"Jan 28, 2025","679960b75c21e47c0658cb4f","20m ","$32.50/hr","$10.83","pay","ots_coding_prompts","processed"
"Jan 25, 2025","6794f2a8b9e7dc478a371403","5m 54s","$9.75/hr","$0.96","overtimePay","leaderboard_coding_eval","processed"
"Jan 25, 2025","6794f2a8b9e7dc478a371403","40m ","$32.50/hr","$21.67","prepay","leaderboard_coding_eval","processed"
"Jan 25, 2025","679506358be78ad05ae7b3d2","6m 4s","$9.75/hr","$0.99","overtimePay","leaderboard_coding_eval","processed"
"Jan 25, 2025","679506358be78ad05ae7b3d2","40m ","$32.50/hr","$21.67","prepay","leaderboard_coding_eval","processed"
"Jan 25, 2025","6794e6a94be63abcd4810c6f","5m 56s","$9.75/hr","$0.96","overtimePay","leaderboard_coding_eval","processed"
"Jan 25, 2025","6794e6a94be63abcd4810c6f","40m ","$32.50/hr","$21.67","prepay","leaderboard_coding_eval","processed"
"Jan 25, 2025","67949ec471897d5208cc8e91","2m 13s","$9.75/hr","$0.36","overtimePay","leaderboard_coding_eval","processed"
"Jan 25, 2025","67949ec471897d5208cc8e91","38m ","$32.50/hr","$20.58","prepay","leaderboard_coding_eval","processed"
"Jan 25, 2025","67949ec203eb34adcd01bcf4","3m 49s","$9.75/hr","$0.62","overtimePay","leaderboard_coding_eval","processed"
"Jan 25, 2025","67949ec203eb34adcd01bcf4","38m ","$32.50/hr","$20.58","prepay","leaderboard_coding_eval","processed"
"Jan 25, 2025","6793ebfc3a34435b1e407358","9m 40s","$9.75/hr","$1.57","overtimePay","leaderboard_coding_eval","processed"
"Jan 25, 2025","6793ebfc3a34435b1e407358","38m ","$32.50/hr","$20.58","prepay","leaderboard_coding_eval","processed"
"Jan 25, 2025","6793ebfbf6fce43821917081","4m 32s","$9.75/hr","$0.74","overtimePay","leaderboard_coding_eval","processed"
"Jan 25, 2025","6793ebfbf6fce43821917081","38m ","$32.50/hr","$20.58","prepay","leaderboard_coding_eval","processed"
"Jan 25, 2025","6793ebf9f729b1d417916629","36m 30s","$32.50/hr","$19.78","prepay","leaderboard_coding_eval","processed"
"Jan 24, 2025","6793ebf5e27845fe13dc4a71","1m 59s","$9.75/hr","$0.32","overtimePay","leaderboard_coding_eval","processed"
"Jan 24, 2025","6793ebf5e27845fe13dc4a71","38m ","$32.50/hr","$20.58","prepay","leaderboard_coding_eval","processed"
"Jan 24, 2025","6793ebf27f580b94e8da44ab","26m ","$32.50/hr","$14.09","prepay","leaderboard_coding_eval","processed"
"Jan 21, 2025","6790a6b734e7a2143ee88c5a","9h 50m 42s","$32.50/hr","$319.96","hubstaffOperation","-","processed"
"Jan 20, 2025","678f55a41b9592b6f0b9a189","10h 50m 24s","$32.50/hr","$352.30","hubstaffOperation","-","processed"
"Jan 19, 2025","678acc3fdc54d7881300aef7","-","-","$65.00","missionReward","-","processed"
"Jan 18, 2025","6785a36068d95eb14e587930","-","-","$97.50","missionReward","-","processed"
"Jan 18, 2025","678cb1b7f3e32af776695d0a","12h 16m ","$32.50/hr","$398.67","hubstaffOperation","-","processed"
"Jan 17, 2025","678b5fd2678cd1784b7fef91","8h 33m 1s","$32.50/hr","$277.88","hubstaffOperation","-","processed"
"Jan 16, 2025","67898d0010540c2ec1415d0d","-","-","$80.00","bonusReward","-","processed"
"Jan 16, 2025","678a0e57fd7d27bd062c2d81","8h 38m 1s","$32.50/hr","$280.59","hubstaffOperation","-","processed"
"Jan 15, 2025","6788bce3fd57678ac28eaeee","8h 43m 29s","$32.50/hr","$283.55","hubstaffOperation","-","processed"
"Jan 14, 2025","67876be20eadb732355734d1","8h 32m 7s","$32.50/hr","$277.40","hubstaffOperation","-","processed"
"Jan 13, 2025","67861a87f06d00db53dcf395","8h 28m 4s","$32.50/hr","$275.20","hubstaffOperation","-","processed"
"Jan 12, 2025","6784c876293ed43ac44b3a2c","2h 51m 1s","$32.50/hr","$92.63","hubstaffOperation","-","processed"
"Jan 11, 2025","677c685173fae5a43e64c620","-","-","$97.50","missionReward","-","processed"
"Jan 11, 2025","6783770a7b63f21982366156","7h 13m 39s","$32.50/hr","$234.89","hubstaffOperation","-","processed"
"Jan 10, 2025","678225b565753b8bc0dbe3bd","8h 7m 4s","$32.50/hr","$263.83","hubstaffOperation","-","processed"
"Jan 9, 2025","6780d4b6ce13b022f4b6ae7f","8h 1m 14s","$32.50/hr","$260.67","hubstaffOperation","-","processed"
"Jan 8, 2025","677f838be6f0fe93b9ee803e","8h 30m 31s","$32.50/hr","$276.53","hubstaffOperation","-","processed"
"Jan 7, 2025","677e31d3c95501d3b7072798","8h 31m 40s","$32.50/hr","$277.15","hubstaffOperation","-","processed"
"Jan 6, 2025","677cdfc866ebdd96afb57bac","3h 38m 6s","$32.50/hr","$118.14","hubstaffOperation","-","processed"
"Jan 4, 2025","677a3d45b3ae5c65f1bfe1b7","3h 10m 6s","$32.50/hr","$102.97","hubstaffOperation","-","processed"
"Jan 3, 2025","6774499cb6d24355e4fb6f60","-","-","$65.00","missionReward","-","processed"
"Jan 3, 2025","6774499cb6d24355e4fb6f60","-","-","$65.00","missionReward","-","processed"
"Jan 3, 2025","6778eb5bf3fde9b9623689cd","8h 7m 3s","$32.50/hr","$263.82","hubstaffOperation","-","processed"
"Jan 2, 2025","6777999c5e98c8f2aaee84b8","8h 3m 2s","$32.50/hr","$261.64","hubstaffOperation","-","processed"
"Jan 1, 2025","67764841f93e5586b90470c6","6h 23m 7s","$32.50/hr","$207.52","hubstaffOperation","-","processed"
"Dec 31, 2024","6774f74cd64062bcdb296673","17m 16s","$32.50/hr","$9.35","hubstaffOperation","-","processed"
"Dec 30, 2024","6773a51dadccb321d1547819","4h 0m 28s","$32.50/hr","$130.25","hubstaffOperation","-","processed"
"Dec 28, 2024","677101ebe7f35e0ce4d05ece","8h 25m 45s","$32.50/hr","$273.95","hubstaffOperation","-","processed"
"Dec 27, 2024","676fb166030a6806e76725f6","7h 3m 18s","$32.50/hr","$229.29","hubstaffOperation","-","processed"
"Dec 26, 2024","676e5f2bfe591fec7a431946","8h 27m 3s","$32.50/hr","$274.65","hubstaffOperation","-","processed"
"Dec 23, 2024","6760baf368d55956f5dcf1f3","-","-","$29.25","missionReward","-","processed"
"Dec 23, 2024","676a6a6a2ac6237f304da034","4h 12m 1s","$32.50/hr","$136.51","hubstaffOperation","-","processed"
"Dec 22, 2024","676919923539d728b74085f9","1h 20m 34s","$32.50/hr","$43.64","hubstaffOperation","-","processed"
"Dec 21, 2024","6767c7a61346c477100677f9","5h 36m 19s","$32.50/hr","$182.17","hubstaffOperation","-","processed"
"Dec 20, 2024","676587607cff1472fe557439","-","-","$13.00","missionReward","-","processed"
"Dec 20, 2024","6766763c4eacb90962201998","8h 23m 9s","$32.50/hr","$272.54","hubstaffOperation","-","processed"
"Dec 2, 2024","66ec4e9231f6187bf16406f9","-","-","$4.59","payAdjustment","mtlemur_astrologer","processed"
"Dec 2, 2024","673e75c7da2f395922ad1ce6","-","-","$0.00","payAdjustment","mtlemur_astrologer","processed"
"Nov 28, 2024","6746481dd67e492d4be092d7","1m 44s","$9.75/hr","$0.28","overtimePay","Ordination Knight","processed"
"Nov 28, 2024","6746481dd67e492d4be092d7","1h 31m 44s","$2.10/hr","$48.75","prepay","Ordination Knight","processed"
"Nov 27, 2024","674782fe98140ab2b1f1590e","6m 28s","$9.75/hr","$1.05","overtimePay","Ordination Knight","processed"
"Nov 27, 2024","674782fe98140ab2b1f1590e","1h 36m 28s","$2.10/hr","$48.75","prepay","Ordination Knight","processed"
"Nov 27, 2024","6744e08ce3b377f3d6cece0a","1h 28m 26s","$2.10/hr","$47.91","prepay","Ordination Knight","processed"
"Nov 27, 2024","674738a3e44193035fb5f131","1h 30m ","$9.75/hr","$14.63","trainingTask","1turnLemur_Astrologer","processed"
"Nov 27, 2024","67471ff797ca6c51cb8b1476","57m ","$9.75/hr","$9.26","trainingTask","1turnLemur_Astrologer","processed"
"Nov 27, 2024","67460ceaa708db98c26bac77","5m 59s","$9.75/hr","$0.97","overtimePay","Ordination Knight","processed"
"Nov 27, 2024","67460ceaa708db98c26bac77","1h 35m 59s","$2.10/hr","$48.75","prepay","Ordination Knight","processed"
"Nov 26, 2024","67401d2c13c2e76bc45a1375","2h 51m 18s","$32.50/hr","$92.79","prepay","mtlemur_astrologer","processed"
"Nov 25, 2024","67438afdace13535ed52ba5e","-","-","$247.00","missionReward","-","processed"
"Nov 25, 2024","67401d672422cf5ebb5215ed","2h 53m 25s","$32.50/hr","$93.93","prepay","mtlemur_astrologer","processed"
"Nov 25, 2024","67401dcd9ca79a8991cc5d04","2h 55m 38s","$32.50/hr","$95.14","prepay","mtlemur_astrologer","processed"
"Nov 25, 2024","673ceb5650fe889864500bcc","-","-","$0.06","payAdjustment","mtlemur_astrologer","processed"
"Nov 25, 2024","673ceb55a367415bba1864e1","-","-","$0.06","payAdjustment","mtlemur_astrologer","processed"
"Nov 25, 2024","66f2ccf1a457e3f5f36453c4","-","-","$2.84","payAdjustment","mtlemur_astrologer","processed"
"Nov 25, 2024","673551f4d669cd79a9a95451","-","-","$0.00","payAdjustment","mtlemur_astrologer","processed"
"Nov 25, 2024","67401cf99cc631fa606d34c7","4h 16m 57s","$32.50/hr","$139.19","prepay","mtlemur_astrologer","processed"
"Nov 24, 2024","67401d6b9ca79a8991cc4dac","2h 55m 31s","$32.50/hr","$95.08","prepay","mtlemur_astrologer","processed"
"Nov 23, 2024","6740c0e9e1663f7622bba06b","-","-","$201.50","missionReward","-","processed"
"Nov 23, 2024","6740f4c71dcbf00560e97457","2h 57m 39s","$32.50/hr","$96.23","prepay","mtlemur_astrologer","processed"
"Nov 23, 2024","67401ddbd3fb83c37435df19","2h 55m 48s","$32.50/hr","$95.23","prepay","mtlemur_astrologer","processed"
"Nov 22, 2024","67401dce5e8465d95bee9fd0","30m 44s","$9.75/hr","$4.99","overtimePay","mtlemur_astrologer","processed"
"Nov 22, 2024","67401dce5e8465d95bee9fd0","1h 30m ","$32.50/hr","$48.75","prepay","mtlemur_astrologer","processed"
"Nov 22, 2024","67401dd9834be9ac244bbc1f","29m 30s","$9.75/hr","$4.79","overtimePay","mtlemur_astrologer","processed"
"Nov 22, 2024","67401dd9834be9ac244bbc1f","3h ","$32.50/hr","$97.50","prepay","mtlemur_astrologer","processed"
"Nov 22, 2024","673e681963a023f2eec13da0","-","-","$217.75","missionReward","-","processed"
"Nov 22, 2024","673e75c7da2f395922ad1ce6","11m 22s","$9.75/hr","$1.85","overtimePay","mtlemur_astrologer","processed"
"Nov 22, 2024","673e75c7da2f395922ad1ce6","3h ","$32.50/hr","$97.50","prepay","mtlemur_astrologer","processed"
"Nov 21, 2024","673f3e3033e2e566d58c3fa9","2h 56m 56s","$32.50/hr","$95.84","prepay","mtlemur_astrologer","processed"
"Nov 21, 2024","673e75c21ebf2ac73b9ee86a","2h 54m 17s","$32.50/hr","$94.41","prepay","mtlemur_astrologer","processed"
"Nov 21, 2024","673b6aecb9440da13805004f","1h 44m 43s","$9.75/hr","$17.02","overtimePay","mtlemur_astrologer","processed"
"Nov 21, 2024","673b6aecb9440da13805004f","1h 30m ","$32.50/hr","$48.75","prepay","mtlemur_astrologer","processed"
"Nov 20, 2024","673b7d7bb2a8a10038f9094b","9m 20s","$9.75/hr","$1.52","overtimePay","mtlemur_astrologer","processed"
"Nov 20, 2024","673b7d7bb2a8a10038f9094b","1h 30m ","$32.50/hr","$48.75","prepay","mtlemur_astrologer","processed"
"Nov 20, 2024","673ceb59b1df66007fc1287e","56m 21s","$9.75/hr","$9.16","overtimePay","mtlemur_astrologer","processed"
"Nov 20, 2024","673ceb59b1df66007fc1287e","1h 30m ","$32.50/hr","$48.75","prepay","mtlemur_astrologer","processed"
"Nov 20, 2024","673ceb55a367415bba1864e1","10m 56s","$9.75/hr","$1.78","overtimePay","mtlemur_astrologer","processed"
"Nov 20, 2024","673ceb55a367415bba1864e1","1h 30m ","$32.50/hr","$48.69","prepay","mtlemur_astrologer","processed"
"Nov 20, 2024","673ceb5650fe889864500bcc","21m 23s","$9.75/hr","$3.48","overtimePay","mtlemur_astrologer","processed"
"Nov 20, 2024","673ceb5650fe889864500bcc","1h 30m ","$32.50/hr","$48.69","prepay","mtlemur_astrologer","processed"
"Nov 19, 2024","673c65dfe9ef86e1532d2830","31m 42s","$9.75/hr","$5.15","overtimePay","mtlemur_astrologer","processed"
"Nov 19, 2024","673c65dfe9ef86e1532d2830","1h 30m ","$32.50/hr","$48.75","prepay","mtlemur_astrologer","processed"
"Nov 19, 2024","673bb54ed17a665c10af16e1","37m 16s","$9.75/hr","$6.06","overtimePay","mtlemur_astrologer","processed"
"Nov 19, 2024","673bb54ed17a665c10af16e1","3h ","$32.50/hr","$97.50","prepay","mtlemur_astrologer","processed"
"Nov 19, 2024","6737d4977494130b4bd1c257","48m 3s","$9.75/hr","$7.81","overtimePay","mtlemur_astrologer","processed"
"Nov 19, 2024","6737d4977494130b4bd1c257","1h 30m ","$32.50/hr","$48.75","prepay","mtlemur_astrologer","processed"
"Nov 18, 2024","673551f4d669cd79a9a95451","30m ","$9.75/hr","$4.88","overtimePay","mtlemur_astrologer","processed"
"Nov 18, 2024","673551f4d669cd79a9a95451","3h ","$32.50/hr","$97.50","prepay","mtlemur_astrologer","processed"
"Nov 18, 2024","673b5d1447008da8fedec520","59m 42s","$9.75/hr","$9.70","trainingTask","mtlemur_astrologer","processed"
"Nov 17, 2024","6737bc5a6aaef9124bed5dda","18m 30s","$9.75/hr","$3.01","overtimePay","Ordination Knight","processed"
"Nov 17, 2024","6737bc5a6aaef9124bed5dda","1h 48m 30s","$2.10/hr","$48.75","prepay","Ordination Knight","processed"
"Nov 16, 2024","67355202adc272d28bc98489","2h 23m 1s","$9.75/hr","$23.24","overtimePay","mtlemur_astrologer","processed"
"Nov 16, 2024","67355202adc272d28bc98489","3h ","$32.50/hr","$97.50","prepay","mtlemur_astrologer","processed"
"Nov 15, 2024","67365a086b8a80d888c83198","-","-","$87.75","missionReward","-","processed"
"Nov 15, 2024","672d7b653b2fec13edfac795","2m 22s","$9.75/hr","$0.39","overtimePay","Ordination Knight","processed"
"Nov 15, 2024","672d7b653b2fec13edfac795","1h 2m 22s","$2.10/hr","$32.50","prepay","Ordination Knight","processed"
"Nov 15, 2024","67360e368d99e5fed035bcb9","56m 2s","$2.10/hr","$30.34","prepay","Ordination Knight","processed"
"Nov 14, 2024","6736449a0fc39d3ca90fffba","7m 34s","$9.75/hr","$1.23","overtimePay","Ordination Knight","processed"
"Nov 14, 2024","6736449a0fc39d3ca90fffba","1h 7m 34s","$2.10/hr","$32.50","prepay","Ordination Knight","processed"
"Nov 14, 2024","6736466d95d07d19512f7e1a","17m 6s","$2.10/hr","$9.27","prepay","Ordination Knight","processed"
"Nov 14, 2024","6735d637af910bc72f27bd14","30m 54s","$9.75/hr","$5.02","overtimePay","Ordination Knight","processed"
"Nov 14, 2024","6735d637af910bc72f27bd14","1h 30m 54s","$2.10/hr","$32.50","prepay","Ordination Knight","processed"
"Nov 14, 2024","6735c879e0b31806b0199ddd","29m 57s","$2.10/hr","$16.23","prepay","Ordination Knight","processed"
"Nov 14, 2024","6735b2ced48591e57b130b03","22m 52s","$2.10/hr","$12.39","prepay","Ordination Knight","processed"
"Nov 14, 2024","6735327443ee7fbec90a660a","-","-","$87.75","missionReward","-","processed"
"Nov 14, 2024","6734b74e0e42dab248b4d917","45m 47s","$2.10/hr","$24.80","prepay","Ordination Knight","processed"
"Nov 14, 2024","67349b8c67a924fdb54e9ce4","4m 49s","$9.75/hr","$0.78","overtimePay","Ordination Knight","processed"
"Nov 14, 2024","67349b8c67a924fdb54e9ce4","1h 4m 49s","$2.10/hr","$32.50","prepay","Ordination Knight","processed"
"Nov 14, 2024","6735327350727f6e2b41e71f","-","-","$130.00","missionReward","-","processed"
"Nov 14, 2024","673496ee3cd28096271daac0","25m 17s","$2.10/hr","$13.70","prepay","Ordination Knight","processed"
"Nov 14, 2024","6734f39f6eb49a3e2aebf26d","57m 6s","$2.10/hr","$30.93","prepay","Ordination Knight","processed"
"Nov 13, 2024","6734e9bfb5f707a6126d3120","51m 28s","$32.50/hr","$27.88","prepay","Ordination Knight","processed"
"Nov 13, 2024","6733e5fdc2c5c1fd092b0aa6","-","-","$130.00","missionReward","-","processed"
"Nov 13, 2024","673475a268b1fc50b89d9c12","7m 12s","$9.75/hr","$1.17","overtimePay","Ordination Knight","processed"
"Nov 13, 2024","673475a268b1fc50b89d9c12","1h 7m 12s","$2.10/hr","$32.50","prepay","Ordination Knight","processed"
"Nov 13, 2024","6734784a54251d8e2e5bd49e","23m 50s","$2.10/hr","$12.91","prepay","Ordination Knight","processed"
"Nov 13, 2024","67345042ad24a03c4c16a87a","48m 26s","$2.10/hr","$26.24","prepay","Ordination Knight","processed"
"Nov 13, 2024","6734982d84862eca8c049618","28m 26s","$32.50/hr","$15.40","prepay","Ordination Knight","processed"
"Nov 13, 2024","673468c24bf3194a415cda6e","51m 33s","$2.10/hr","$27.72","prepay","Ordination Knight","processed"
"Nov 13, 2024","6733e5fcc9aed2bb26fbfce6","-","-","$143.00","missionReward","-","processed"
"Nov 13, 2024","672d0dc1dfe8480cee52f8cd","1m 33s","$9.75/hr","$0.25","overtimePay","Ordination Knight","processed"
"Nov 13, 2024","672d0dc1dfe8480cee52f8cd","1h 1m 33s","$2.10/hr","$32.50","prepay","Ordination Knight","processed"
"Nov 13, 2024","67337b176d90c0e6c3efee28","10m 20s","$9.75/hr","$1.68","overtimePay","Ordination Knight","processed"
"Nov 13, 2024","67337b176d90c0e6c3efee28","1h 10m 20s","$2.10/hr","$32.50","prepay","Ordination Knight","processed"
"Nov 12, 2024","67335fd9fe33a926809e2c38","7m 36s","$9.75/hr","$1.24","overtimePay","Ordination Knight","processed"
"Nov 12, 2024","67335fd9fe33a926809e2c38","1h 7m 36s","$2.10/hr","$32.50","prepay","Ordination Knight","processed"
"Nov 11, 2024","67326b7179fd32e434b3da8a","-","-","$143.00","missionReward","-","processed"
"Nov 11, 2024","673233f01a3163ebca5b64f7","39m 54s","$2.10/hr","$21.62","prepay","Ordination Knight","processed"
"Nov 11, 2024","673250f90321777c5d9e0bce","29m 31s","$32.50/hr","$15.99","prepay","Ordination Knight","processed"
"Nov 11, 2024","673150ea5c52cb9047d0ab43","-","-","$65.00","missionReward","-","processed"
"Nov 11, 2024","672c615a1954c5847b10e208","23m ","$2.10/hr","$12.46","prepay","Ordination Knight","processed"
"Nov 11, 2024","673150f784b4de321ee8f79f","-","-","$143.00","missionReward","-","processed"
"Nov 11, 2024","6731157b3721b3a67d95d24e","38m 19s","$2.10/hr","$20.76","prepay","Ordination Knight","processed"
"Nov 11, 2024","67312ac91cdc05030abe0a69","21m 32s","$2.10/hr","$11.67","prepay","Ordination Knight","processed"
"Nov 11, 2024","6730a86cba678e9b3d684902","-","-","$65.00","missionReward","-","processed"
"Nov 10, 2024","67310bdba1b52947cd25f6f0","48m 19s","$2.10/hr","$26.17","prepay","Ordination Knight","processed"
"Nov 10, 2024","6730a866a73b44a5669f32a8","-","-","$143.00","missionReward","-","processed"
"Nov 10, 2024","6730aaa71694720520cfe21a","33m 41s","$2.10/hr","$18.25","prepay","Ordination Knight","processed"
"Nov 10, 2024","6730de66e5635534df15472d","44m 8s","$2.10/hr","$23.91","prepay","Ordination Knight","processed"
"Nov 9, 2024","672f563fafd42558eb084bba","-","-","$195.00","missionReward","-","processed"
"Nov 9, 2024","672f6120d89c9845398b83d3","16m 25s","$2.10/hr","$8.90","prepay","Ordination Knight","processed"
"Nov 9, 2024","672e91dcad406b18c2123ab7","32m 55s","$2.10/hr","$17.83","prepay","Ordination Knight","processed"
"Nov 9, 2024","672f504d7a17bf6693b28057","51m 9s","$32.50/hr","$27.71","prepay","mtlemur_astrologer","processed"
"Nov 9, 2024","6728b3b42bf21793b0b2e476","36m 51s","$2.10/hr","$19.97","prepay","Ordination Knight","processed"
"Nov 9, 2024","672f563f6c81b7f07be781c8","-","-","$143.00","missionReward","-","processed"
"Nov 9, 2024","672f5e11ad2ab6d5d7ad361c","33m 33s","$32.50/hr","$18.18","prepay","mtlemur_astrologer","processed"
"Nov 9, 2024","67265532bc42b03fbf7ddbc3","59m 23s","$2.10/hr","$32.16","prepay","Ordination Knight","processed"
"Nov 9, 2024","672f5757c18e47cabbfa4d22","38m 23s","$2.10/hr","$20.80","prepay","Ordination Knight","processed"
"Nov 9, 2024","672eae1818d949c6f9a066c8","-","-","$195.00","missionReward","-","processed"
"Nov 9, 2024","672e16d4c5f621f8706f3777","25m 14s","$2.10/hr","$13.67","prepay","Ordination Knight","processed"
"Nov 9, 2024","672ee0b9ac84f287cd9b3bf2","19m ","$2.10/hr","$10.30","prepay","Ordination Knight","processed"
"Nov 9, 2024","672699c54f3b5f2be31fdcf8","30m 33s","$32.50/hr","$16.55","prepay","mtlemur_astrologer","processed"
"Nov 9, 2024","672dd3833fd637ba678ee427","12m 20s","$2.10/hr","$6.68","prepay","Ordination Knight","processed"
"Nov 9, 2024","6725208e2de251a448674961","26m 4s","$32.50/hr","$14.12","prepay","Ordination Knight","processed"
"Nov 9, 2024","672eae1a71c17120cc69bc10","-","-","$143.00","missionReward","-","processed"
"Nov 9, 2024","672aa2e4a7a6ec3b2b66ad2e","34m 54s","$2.10/hr","$18.91","prepay","Ordination Knight","processed"
"Nov 9, 2024","672e824f58884463dd8a21b9","45m 22s","$32.50/hr","$24.57","prepay","mtlemur_astrologer","processed"
"Nov 8, 2024","672c5df8d6594e25efa763dc","-","-","$0.02","payAdjustment","Ordination Knight","processed"
"Nov 8, 2024","672d49e2fb26ed864253e8f0","-","-","$195.00","missionReward","-","processed"
"Nov 8, 2024","672520778a72c0d9c43302ce","37m 10s","$2.10/hr","$20.14","prepay","Ordination Knight","processed"
"Nov 8, 2024","672e5a3e6b459220e031c9a9","22m 7s","$32.50/hr","$11.98","prepay","mtlemur_astrologer","processed"
"Nov 8, 2024","672724092884cfec8238ff26","21m 2s","$2.10/hr","$11.39","prepay","Ordination Knight","processed"
"Nov 8, 2024","672dd8cff12ecd3b84a3a107","18m 38s","$2.10/hr","$10.09","prepay","Ordination Knight","processed"
"Nov 8, 2024","67286880f6226681501a4cea","-","-","$0.00","payAdjustment","mtlemur_astrologer","processed"
"Nov 8, 2024","672af9b35402a6cd2935b1f3","34m 14s","$2.10/hr","$18.55","prepay","Ordination Knight","processed"
"Nov 8, 2024","672752844adde1694fd14c72","30m 11s","$2.10/hr","$16.33","prepay","Ordination Knight","processed"
"Nov 7, 2024","672d1fe6388bac6b990d7cdd","-","-","$71.50","missionReward","-","processed"
"Nov 7, 2024","672d1fe6388bac6b990d7cdd","-","-","$71.50","missionReward","-","processed"
